"room","party","build","motor","status","seconds","damage","travel","stationary","boundary","cells","fieldCells","exposure","stalled","close","falls","peakFields","peakPacket"
"yard","1","field","move","victory","16,27","14","91,69525415022758","0,31666666666666665","1,0333333333333345","29","17","15","6,5","0","0","2","6289"
"yard","1","field","stationary","defeat","54,43","100","0,0009651578079948412","54,433333333331525","0","2","9","54,5","0","0","0","2","6821"
"yard","1","field","back-wall","defeat","47,37","100","0,002806047620357177","47,36666666666526","47,36666666666526","1","8","47,5","0","0","0","2","6768"
"yard","1","field","corner","defeat","36,43","100","2,6973982946486263E-07","36,43333333333255","36,43333333333255","1","7","36,5","0","0","0","2","6442"
"yard","1","structure","move","victory","10,03","0","59,45653956113279","0,18333333333333332","0,44999999999999996","21","0","10,25","0","0","0","0","6663"
"yard","1","structure","stationary","defeat","23,38","100","4,76837158203125E-07","23,383333333333287","0","1","0","23,5","0","0","0","0","6614"
"yard","1","structure","back-wall","defeat","31,45","100","0,00045008659362721914","31,449999999999495","31,449999999999495","1","0","31,5","0","0","0","0","6490"
"yard","1","structure","corner","defeat","36,43","100","2,6973982946486263E-07","36,43333333333255","36,43333333333255","1","0","36,5","0","0","0","0","7074"
"yard","1","basin","move","victory","10,35","0","58,08633645788619","0,21666666666666665","0,03333333333333333","24","13","10,5","0","0","0","1","6607"
"yard","1","basin","stationary","defeat","25,52","100","4,76837158203125E-07","25,5166666666665","0","1","7","25,5","0","0","0","1","6464"
"yard","1","basin","back-wall","defeat","25,18","100","0,00036044120788503164","25,183333333333184","25,183333333333184","1","9","25,25","0,25","0","0","1","6498"
"yard","1","basin","corner","defeat","36,43","100","2,6973982946486263E-07","36,43333333333255","36,43333333333255","1","8","36,5","0","0","0","1","6723"
"yard","2","base","move","victory","13,15","0","174,4506839127069","0,49999999999999994","2,749999999999995","38","0","13,25","0","2,25","0","0","6339"
"yard","2","base","stationary","defeat","32,02","200","0,0015047985876123838","64,03333333333099","0","3","0","32","0","0","0","0","6849"
"yard","2","base","back-wall","active","100","142","0,0021557761392613922","200,0000000000513","200,0000000000513","2","0","49,5","0","0","0","0","6488"
"yard","2","base","corner","defeat","45,5","200","2,446828291742225E-06","90,99999999999612","90,99999999999612","1","0","45,5","0","0","0","0","7318"
"yard","2","reaction","move","victory","11,13","0","127,70855181275077","0,35","1,483333333333333","31","0","11,25","0","6,5","0","0","6713"
"yard","2","reaction","stationary","defeat","25,6","200","5,431165665414343E-06","51,199999999998376","0","3","0","25,75","0","0","0","0","6532"
"yard","2","reaction","back-wall","defeat","52,72","200","0,0016110023677433816","105,43333333332863","105,43333333332863","2","0","52,75","0","0","0","0","6236"
"yard","2","reaction","corner","defeat","47,65","200","2,446828291742225E-06","95,29999999999588","95,29999999999588","1","0","47,75","0","0","0","0","6542"
"yard","2","field","move","victory","8,38","0","92,36794501568421","0,6000000000000002","0,9000000000000011","34","14","8,5","0,25","4,5","0","4","7801"
"yard","2","field","stationary","active","100","114","5,431165665414343E-06","200,0000000000513","0","3","15","100","0","0","0","4","8109"
"yard","2","field","back-wall","victory","51,02","56","0,0019597324262795764","102,03333333332883","102,03333333332883","2","16","51","0","0","0","4","7553"
"yard","2","field","corner","defeat","47,65","200","2,446828291742225E-06","95,29999999999588","95,29999999999588","1","9","47,75","0","0","0","4","7778"
"yard","2","structure","move","victory","6,4","0","76,74193789904942","0,21666666666666665","1,1500000000000008","25","0","6,5","0","1,5","0","0","8672"
"yard","2","structure","stationary","defeat","31,75","200","5,431165665414343E-06","63,49999999999768","0","3","0","31,75","0","0","0","0","8432"
"yard","2","structure","back-wall","victory","23,78","98","0,0009156302061646872","47,56666666666525","47,56666666666525","2","0","24","0","0","0","0","8680"
"yard","2","structure","corner","defeat","45,5","200","2,446828291742225E-06","90,99999999999612","90,99999999999612","1","0","45,5","0","0","0","0","9100"
"yard","2","basin","move","victory","6,42","0","68,03356546022735","0,19999999999999998","0,016666666666666666","22","11","6,5","0","4","0","2","8240"
"yard","2","basin","stationary","defeat","29,87","200","5,431165665414343E-06","59,733333333331224","0","3","9","30","0","0","0","2","8025"
"yard","2","basin","back-wall","active","100","156","0,002287634295233616","200,0000000000513","200,0000000000513","2","13","49,25","0","0","0","2","7473"
"yard","2","basin","corner","defeat","45,5","200","2,446828291742225E-06","90,99999999999612","90,99999999999612","1","20","45,5","0","0","0","2","8370"
"warden","1","base","move","victory","44,95","14","248,96161514935037","1,1166666666666676","3,899999999999991","66","0","0","0","0","0","0","4763"
"warden","1","base","stationary","victory","39,02","82","0,0002825707437343272","39,016666666665735","0","3","0","0","0","0","0","0","4909"
"warden","1","base","back-wall","victory","55,8","82","0,0010669747371344612","55,799999999998114","55,799999999998114","1","0","0","0","0","0","0","4905"
"warden","1","base","corner","defeat","50,5","100","0,032702131223089924","50,499999999998415","50,499999999998415","1","0","0","0","0","0","0","5087"
"warden","1","reaction","move","victory","28,18","0","158,20687818674202","0,5666666666666668","0,7166666666666672","49","0","0","0","0","0","0","4771"
"warden","1","reaction","stationary","victory","27,02","42","0,00019674005525776472","27,016666666666413","0","3","0","0","0","0","0","0","5027"
"warden","1","reaction","back-wall","victory","46,62","80","0,0008917370814948126","46,6166666666653","46,6166666666653","1","0","0","0","0","0","0","4637"
"warden","1","reaction","corner","victory","38,72","56","0,01776649849611753","38,71666666666575","38,71666666666575","1","0","0","0","0","0","0","4965"
"warden","1","field","move","victory","31,95","0","183,32126789439616","0,55","0,44999999999999996","52","34","0","0","0","0","2","5834"
"warden","1","field","stationary","victory","25,18","42","0,00018338861482807722","25,183333333333184","0","3","4","0","0","0","0","2","5562"
"warden","1","field","back-wall","victory","36,15","28","0,0006921807307868048","36,14999999999923","36,14999999999923","1","4","0","0","0","0","2","5314"
"warden","1","field","corner","victory","35,5","14","0,0002001777116462548","35,49999999999927","35,49999999999927","1","5","0","0","0","0","2","5250"
"warden","1","structure","move","victory","14,27","0","80,2858595776625","0,35","1,7833333333333319","25","0","0","0","0","0","0","5999"
"warden","1","structure","stationary","victory","20,87","14","0,00015263261812397565","20,866666666666763","0","3","1","0","0","0","0","1","5785"
"warden","1","structure","back-wall","victory","20,9","14","0,00040131006428289855","20,900000000000095","20,900000000000095","1","0","0","0","0","0","0","5786"
"warden","1","structure","corner","victory","32,52","28","2,6973982946486263E-07","32,516666666666104","32,516666666666104","1","0","0","0","0","0","0","6036"
"warden","1","basin","move","victory","13,97","0","75,48786584461631","0,16666666666666666","1,866666666666665","30","13","0","0","0","0","1","5656"
"warden","1","basin","stationary","victory","19,68","14","0,00014428796785542097","19,683333333333497","0","3","8","0","0","0","0","1","5344"
"warden","1","basin","back-wall","victory","21,82","14","0,0004187146205573126","21,81666666666671","21,81666666666671","1","6","0","0","0","0","1","5339"
"warden","1","basin","corner","victory","31,93","14","2,6973982946486263E-07","31,9333333333328","31,9333333333328","1","7","0","0","0","0","1","5543"
"warden","2","base","move","victory","33,73","28","394,89344085302986","1,5166666666666662","7,0833333333333135","67","0","0","0","8,25","0","0","6145"
"warden","2","base","stationary","victory","30,33","60","0,009535361974459764","60,666666666664504","0","6","0","0","0","0","0","0","6099"
"warden","2","base","back-wall","victory","36,7","60","0,00800158766861887","73,39999999999712","73,39999999999712","2","0","0","0","0","0","0","6282"
"warden","2","base","corner","victory","42,35","88","0,02806133785107746","84,69999999999648","84,69999999999648","2","0","0","0","0","0","0","6238"
"warden","2","reaction","move","victory","20,65","0","231,21655325672882","1,016666666666668","3,899999999999991","52","0","0","0","2,5","0","0","5651"
"warden","2","reaction","stationary","victory","21,9","46","0,008406241406462032","43,799999999998796","0","6","0","0","0","0","0","0","5546"
"warden","2","reaction","back-wall","victory","34,05","28","0,0008966961879394146","68,09999999999742","68,09999999999742","2","0","0","0","0","0","0","5420"
"warden","2","reaction","corner","victory","33,5","0","1,4931539753359752E-06","66,99999999999748","66,99999999999748","2","0","0","0","0","0","0","5565"
"warden","2","field","move","victory","19,82","0","228,90957615936088","0,49999999999999994","0,55","41","28","0","0","5,25","0","4","7078"
"warden","2","field","stationary","victory","21,77","46","0,015169864058044236","43,533333333332145","0","6","7","0","0","0","0","4","6506"
"warden","2","field","back-wall","victory","31,67","40","0,0008339921016357036","63,33333333333102","63,33333333333102","2","7","0","0","0","0","4","6690"
"warden","2","field","corner","victory","35,55","46","0,0022633365856431936","71,09999999999725","71,09999999999725","2","7","0","0","0","0","4","7009"
"warden","2","structure","move","victory","11,9","0","133,02217630320382","0,44999999999999996","4,083333333333324","35","1","0","0","3","0","2","8090"
"warden","2","structure","stationary","victory","16,45","46","0,0007503746738465624","32,899999999999416","0","6","1","0","0","0","0","1","7858"
"warden","2","structure","back-wall","victory","17,1","14","0,00045228395649410207","34,19999999999934","34,19999999999934","2","1","0","0","0","0","1","7855"
"warden","2","structure","corner","victory","28,15","28","1,4931539753359752E-06","56,299999999998086","56,299999999998086","2","0","0","0","0","0","0","8066"
"warden","2","basin","move","victory","15,12","0","164,7073927681653","0,6666666666666671","1,2833333333333337","32","18","0","0","4,25","0","2","7334"
"warden","2","basin","stationary","victory","15,65","28","0,00020129048190794418","31,299999999999503","0","6","8","0","0","0","0","2","6969"
"warden","2","basin","back-wall","victory","18,02","14","0,0004761258144042583","36,03333333333257","36,03333333333257","2","8","0","0","0","0","2","6963"
"warden","2","basin","corner","victory","27,57","28","1,4931539753359752E-06","55,133333333331485","55,133333333331485","2","7","0","0","0","0","2","7176"
"archive","1","base","move","active","100","0","501,02867238486533","1,5333333333333328","2,7833333333333283","20","0","0","13,25","0","0","0","3939"
"archive","1","base","stationary","active","100","12","4,76837158203125E-06","99,99999999999561","0","1","0","0","20","0","0","0","4092"
"archive","1","base","back-wall","active","100","82","0,002064565140507989","99,99999999999561","99,99999999999561","1","0","20,5","6,5","0","0","0","4161"
"archive","1","base","corner","active","100","42","2,697398300928996E-07","99,99999999999561","99,99999999999561","1","0","8","5,25","0","0","0","4227"
"archive","1","reaction","move","active","100","0","512,891509455119","1,4","1,9333333333333313","20","0","0","16","0","0","0","3792"
"archive","1","reaction","stationary","active","100","0","4,76837158203125E-06","99,99999999999561","0","1","0","0","20","0","0","0","3924"
"archive","1","reaction","back-wall","active","100","28","0,0009550864948326676","99,99999999999561","99,99999999999561","1","0","11,75","3,75","0","0","0","4216"
"archive","1","reaction","corner","defeat","39,98","100","2,697398300928996E-07","39,98333333333235","39,98333333333235","1","0","17","11,75","0","0","0","3982"
"archive","1","field","move","victory","46,65","0","239,070486674009","0,966666666666668","3,1499999999999937","23","10","0","4,75","0","0","2","4846"
"archive","1","field","stationary","victory","65,05","12","4,76837158203125E-06","65,0499999999976","0","1","13","0","0","0","0","2","4536"
"archive","1","field","back-wall","active","100","54","0,0009550864948326676","99,99999999999561","99,99999999999561","1","8","9,75","1","0","0","2","5138"
"archive","1","field","corner","active","100","28","2,697398300928996E-07","99,99999999999561","99,99999999999561","1","11","23","7,5","0","0","2","4723"
"archive","1","structure","move","victory","13,1","0","70,72487517910709","0,26666666666666666","0,8000000000000008","20","1","0","0","0","0","1","5644"
"archive","1","structure","stationary","victory","61,85","0","4,76837158203125E-06","61,84999999999777","0","1","0","0","1,75","0","0","0","4595"
"archive","1","structure","back-wall","active","100","14","0,0009550864948326676","99,99999999999561","99,99999999999561","1","0","5,25","0","0","0","0","4951"
"archive","1","structure","corner","active","100","0","2,697398300928996E-07","99,99999999999561","99,99999999999561","1","0","0","3","0","0","0","5118"
"archive","1","basin","move","active","100","0","495,5642182670535","1,566666666666666","1,2500000000000004","18","18","0","2,75","0","0","1","4576"
"archive","1","basin","stationary","active","100","0","4,76837158203125E-06","99,99999999999561","0","1","14","0","6,5","0","0","1","4697"
"archive","1","basin","back-wall","active","100","28","0,0009550864948326676","99,99999999999561","99,99999999999561","1","10","8,5","0,75","0","0","1","4933"
"archive","1","basin","corner","active","100","0","2,697398300928996E-07","99,99999999999561","99,99999999999561","1","12","0","2","0","0","1","4845"
"archive","2","base","move","active","100","12","1063,259623912588","3,099999999999994","5,13333333333332","36","0","0","12","39,75","0","0","4886"
"archive","2","base","stationary","active","100","0","7,5035419356821965E-06","200,0000000000513","0","3","0","0","6,25","0","0","0","4994"
"archive","2","base","back-wall","active","100","112","0,003198623387468922","200,0000000000513","200,0000000000513","2","0","17","0","0","0","0","5154"
"archive","2","base","corner","active","100","42","4,94841675737061E-06","200,0000000000513","200,0000000000513","1","0","7,5","5,5","0","0","0","5410"
"archive","2","reaction","move","active","100","0","1032,389414516225","3,1666666666666603","0,8333333333333343","25","0","0","14,25","32","0","0","4747"
"archive","2","reaction","stationary","active","100","0","7,5035419356821965E-06","200,0000000000513","0","3","0","0","12,5","0","0","0","4602"
"archive","2","reaction","back-wall","active","100","100","0,0009674428169121748","200,0000000000513","200,0000000000513","2","0","19","0","0","0","0","5553"
"archive","2","reaction","corner","active","100","28","4,94841675737061E-06","200,0000000000513","200,0000000000513","1","0","4,25","2,75","0","0","0","5244"
"archive","2","field","move","victory","28,12","0","295,3492605175182","1,566666666666666","2,8499999999999948","30","13","0","0","16,5","0","4","6402"
"archive","2","field","stationary","victory","56,95","0","7,5035419356821965E-06","113,89999999999482","0","3","10","0","0","0","0","4","5874"
"archive","2","field","back-wall","victory","96,05","100","0,000929772681414128","192,10000000004501","192,10000000004501","2","18","21,25","0","0","0","4","6456"
"archive","2","field","corner","active","100","28","4,94841675737061E-06","200,0000000000513","200,0000000000513","1","14","5","2","0","0","4","6492"
"archive","2","structure","move","victory","8,18","0","89,1057724715051","0,26666666666666666","2,249999999999997","21","1","0","0","5","0","1","6997"
"archive","2","structure","stationary","victory","59,52","0","7,5035419356821965E-06","119,03333333332786","0","3","0","0","0","0","0","0","6699"
"archive","2","structure","back-wall","victory","82,43","100","0,0007998345558037764","164,86666666669","164,86666666669","2","0","19","0","0","0","0","6788"
"archive","2","structure","corner","active","100","0","4,94841675737061E-06","200,0000000000513","200,0000000000513","1","0","0","1,25","0","0","0","7126"
"archive","2","basin","move","victory","13,58","0","148,122953172601","0,5833333333333335","5,2166666666666535","46","22","6","0","2,5","0","2","6357"
"archive","2","basin","stationary","active","100","0","7,5035419356821965E-06","200,0000000000513","0","3","17","0","1","0","0","2","5940"
"archive","2","basin","back-wall","active","100","100","0,0009674428169121748","200,0000000000513","200,0000000000513","2","22","21,25","0,25","0","0","2","6283"
"archive","2","basin","corner","active","100","0","4,94841675737061E-06","200,0000000000513","200,0000000000513","1","16","0","1,75","0","0","2","6493"
